City_State,Timestamp,Traffic_Congestion (%),Avg_Vehicle_Speed (MPH),PM2.5_Level (µg/m³),CO2_Emissions (Metric Tons),Noise_Pollution (dB),Renewable_Energy (%),Electricity_Consumption (MWh),Water_Consumption (Million Gallons),Temperature (°F),Sensor_Reliability (0-1),Traffic_Incident,Weather_Condition
"San Diego, CA",27-01-2024 00:00,40,22,23.28,395.25,88,43.88,3623.25,74.01,82.5,0.77,Clear,Snowy
"Phoenix, AZ",27-01-2024 01:00,61,61,6.46,233.2,55,34.99,4494.76,44.23,53.8,0.88,Road Construction,Sunny
"Houston, TX",27-01-2024 02:00,83,27,30.88,54.82,89,23.82,1662.52,56.78,50.2,0.87,Heavy Traffic,Snowy
"Chicago, IL",27-01-2024 03:00,75,38,34.58,73.75,62,16.06,3340,28.53,90.7,0.98,Clear,Foggy
"San Diego, CA",27-01-2024 04:00,32,35,41.93,288.94,42,69.59,4477.77,10.08,44.8,0.86,Road Construction,Snowy
"San Antonio, TX",27-01-2024 05:00,30,18,5.02,298.07,83,71.95,1159.07,110.5,60.2,0.73,Clear,Snowy
"Dallas, TX",27-01-2024 06:00,77,23,9.3,311.58,65,55.87,4533.75,126.84,67.2,0.74,Clear,Cloudy
"Chicago, IL",27-01-2024 07:00,48,21,28.52,364.42,44,66.55,4456.72,18.71,30.5,0.95,Accident,Foggy
"Phoenix, AZ",27-01-2024 08:00,87,52,16.74,172.81,73,78.13,4758.16,107.81,91.8,0.71,Road Construction,Foggy
"Phoenix, AZ",27-01-2024 09:00,63,68,42.31,198.6,72,43.84,2315.1,94.07,67.6,0.8,Road Construction,Foggy
"San Antonio, TX",27-01-2024 10:00,72,69,8.33,59.89,52,75.07,4132.28,199.35,77.8,0.89,Clear,Rainy
"Philadelphia, PA",27-01-2024 11:00,49,51,44.9,260.16,81,72.91,3262.44,118.09,35.7,0.91,Clear,Snowy
"Dallas, TX",27-01-2024 12:00,75,60,25.91,325.69,70,73.04,3034.14,172.88,89.6,0.85,Heavy Traffic,Sunny
"Los Angeles, CA",27-01-2024 13:00,64,16,17.23,115.19,77,53.84,3321.04,145.26,64.8,0.82,Clear,Snowy
"Dallas, TX",27-01-2024 14:00,38,39,18.65,182.45,59,78.85,2889.38,177.92,69.1,0.76,Road Construction,Snowy
"Chicago, IL",27-01-2024 15:00,56,59,24.35,149.19,85,34.93,4518.06,39.59,88.9,0.84,Clear,Foggy
"Phoenix, AZ",27-01-2024 16:00,80,45,7.45,349.63,69,43.97,4615.43,137.65,47,0.77,Event Nearby,Sunny
"San Antonio, TX",27-01-2024 17:00,24,43,39.33,361.24,54,37.49,3986.97,23.95,40.5,0.98,Road Construction,Snowy
"San Jose, CA",27-01-2024 18:00,30,52,27.91,204.71,66,19.67,2383.06,165.15,54,0.9,Heavy Traffic,Cloudy
"Los Angeles, CA",27-01-2024 19:00,44,42,19.19,221.46,53,35.55,3736.79,124.28,41.3,0.99,Accident,Foggy
"Philadelphia, PA",27-01-2024 20:00,22,24,42.59,272.37,41,13.74,1425.73,29.16,82.2,0.89,Clear,Snowy
"Philadelphia, PA",27-01-2024 21:00,76,46,10.74,174.91,62,65.25,2191.27,173.24,68.5,0.73,Clear,Foggy
"Philadelphia, PA",27-01-2024 22:00,84,57,30.17,294.44,83,79.93,4454.17,191.75,67.2,0.86,Clear,Rainy
"Houston, TX",27-01-2024 23:00,27,32,13.73,173.39,40,79.58,3557.67,29.7,64,0.93,Clear,Foggy
"New York, NY",28-01-2024 00:00,54,29,47.84,109.43,41,66.4,2560.28,29.09,46.8,0.84,Clear,Snowy
"New York, NY",28-01-2024 01:00,50,34,12.05,365.89,43,20.72,2423.91,79.34,38.6,0.94,Heavy Traffic,Sunny
"Chicago, IL",28-01-2024 02:00,55,28,29.53,282.96,46,27.37,3170.44,105.28,64.6,0.72,Event Nearby,Cloudy
"San Antonio, TX",28-01-2024 03:00,93,66,30.01,141.26,66,48.65,4058.97,175.77,79.4,0.93,Heavy Traffic,Snowy
"Dallas, TX",28-01-2024 04:00,58,42,38.81,299.94,65,77.49,3381.82,21.62,86.6,0.72,Clear,Snowy
"Phoenix, AZ",28-01-2024 05:00,52,61,38.07,164.61,58,10.03,1369.98,55.99,58.5,0.86,Heavy Traffic,Cloudy
"Philadelphia, PA",28-01-2024 06:00,85,30,40.66,281.54,44,59.16,4500.29,61.83,81.7,0.9,Clear,Foggy
"Philadelphia, PA",28-01-2024 07:00,68,50,10.05,248.35,63,37.7,2298.29,163.4,66.8,0.97,Heavy Traffic,Sunny
"Chicago, IL",28-01-2024 08:00,49,47,19.91,202.19,79,63.49,2445.45,66.45,37.2,0.87,Event Nearby,Foggy
"Dallas, TX",28-01-2024 09:00,20,40,14.35,100.85,64,43.51,4265.45,64.2,73.9,0.89,Event Nearby,Snowy
"Chicago, IL",28-01-2024 10:00,72,27,45.06,181.86,65,36.83,2592.67,111.92,72.4,0.79,Clear,Rainy
"Los Angeles, CA",28-01-2024 11:00,67,55,39.42,326.3,52,32.95,4756.34,143.34,90.4,0.81,Event Nearby,Sunny
"San Jose, CA",28-01-2024 12:00,93,33,45.65,179.62,78,59.1,1416.1,107.38,88.9,0.71,Heavy Traffic,Snowy
"San Jose, CA",28-01-2024 13:00,53,26,45.42,171.98,89,25.42,2939.84,48.15,96,0.72,Event Nearby,Cloudy
"Chicago, IL",28-01-2024 14:00,53,35,45.9,100.87,59,59.84,1206.59,61.96,46.4,0.96,Road Construction,Sunny
"San Diego, CA",28-01-2024 15:00,41,30,36.38,310.78,56,51.96,1708.68,178.9,92.3,0.9,Road Construction,Foggy
"Houston, TX",28-01-2024 16:00,82,24,37.73,295.64,81,53.62,3372.81,157.21,69.6,0.84,Event Nearby,Snowy
"New York, NY",28-01-2024 17:00,21,55,37.62,228.95,83,37.09,2401.01,29.71,41.5,0.95,Accident,Foggy
"Philadelphia, PA",28-01-2024 18:00,52,22,47.69,155.61,86,64.44,4364.29,95.36,55.3,0.92,Clear,Cloudy
"San Jose, CA",28-01-2024 19:00,79,35,26,160.48,54,20.46,4364.84,72.39,82.8,0.74,Clear,Foggy
"Chicago, IL",28-01-2024 20:00,43,18,44.17,367.04,52,70.79,2224.77,138.81,91.7,0.81,Event Nearby,Foggy
"Dallas, TX",28-01-2024 21:00,22,16,15.03,244.15,85,62.54,4430.16,129.15,53,0.83,Clear,Snowy
"San Antonio, TX",28-01-2024 22:00,22,64,34.59,129.77,61,39.75,1446.81,89.99,78.8,0.77,Accident,Rainy
"San Jose, CA",28-01-2024 23:00,89,62,19.13,250.35,72,43.01,1739.09,140.84,37.6,0.74,Road Construction,Cloudy
"San Diego, CA",29-01-2024 00:00,91,59,41.32,278.12,83,13.03,1735.95,123.78,71.6,0.73,Event Nearby,Snowy
"Houston, TX",29-01-2024 01:00,64,53,17.12,347.73,64,23.71,1134.66,72.78,67.5,0.87,Accident,Cloudy
"Phoenix, AZ",29-01-2024 02:00,21,36,42.62,83.71,54,56.19,1033.56,112.61,72.4,0.86,Heavy Traffic,Cloudy
"Los Angeles, CA",29-01-2024 03:00,30,58,33.32,239.15,83,21.51,2830.39,86.48,44.9,0.71,Heavy Traffic,Sunny
"San Diego, CA",29-01-2024 04:00,37,16,29.02,190,76,20.79,3598.61,198.26,48.2,0.73,Road Construction,Foggy
"Dallas, TX",29-01-2024 05:00,55,58,8.62,325.34,70,13.46,4409.91,179.78,31.8,0.79,Event Nearby,Rainy
"San Antonio, TX",29-01-2024 06:00,21,21,11.03,129.48,46,61.73,2807.57,98.68,36.2,0.92,Clear,Snowy
"Dallas, TX",29-01-2024 07:00,73,53,23.56,279.69,76,25.47,1990.2,176.11,63.6,0.75,Heavy Traffic,Cloudy
"San Jose, CA",29-01-2024 08:00,66,41,37.82,251.92,64,21.72,2944.97,192.31,55.3,0.92,Heavy Traffic,Sunny
"San Jose, CA",29-01-2024 09:00,59,40,37.59,119.22,88,70.82,1081.34,147.28,36.7,0.91,Road Construction,Cloudy
"Dallas, TX",29-01-2024 10:00,67,47,18.01,395.03,49,30.85,2535.99,38,85.8,0.88,Accident,Rainy
"Los Angeles, CA",29-01-2024 11:00,33,28,30.54,135.29,75,50.61,2030.84,35.65,56.3,0.86,Road Construction,Cloudy
"Philadelphia, PA",29-01-2024 12:00,58,23,18.27,333.02,85,64.11,2281.55,181.82,87.6,0.77,Road Construction,Foggy
"San Jose, CA",29-01-2024 13:00,56,27,20.17,218.72,79,61.17,1693.69,14.58,65.7,0.87,Heavy Traffic,Cloudy
"Phoenix, AZ",29-01-2024 14:00,93,35,49.62,275.77,56,77.48,2003.24,113.51,67.2,0.87,Heavy Traffic,Snowy
"San Antonio, TX",29-01-2024 15:00,46,21,11.28,383.16,43,52.6,3506.81,195.18,80.7,0.71,Clear,Cloudy
"San Antonio, TX",29-01-2024 16:00,70,31,36.17,119.59,64,15.14,2537.58,134.22,86.7,0.86,Accident,Snowy
"San Antonio, TX",29-01-2024 17:00,78,35,24.06,335.89,85,27.45,3537.53,44.73,37,0.75,Heavy Traffic,Snowy
"San Antonio, TX",29-01-2024 18:00,82,19,33.73,98.04,79,31.66,3656.05,57,75.6,0.93,Heavy Traffic,Snowy
"San Antonio, TX",29-01-2024 19:00,76,19,49.13,195.52,51,20.49,2943.29,182.66,38.4,0.96,Accident,Foggy
"Los Angeles, CA",29-01-2024 20:00,24,42,8.09,217.57,64,25.01,1422.14,114.32,42.1,0.86,Accident,Cloudy
"Los Angeles, CA",29-01-2024 21:00,75,54,36.72,242,63,66.77,4165.92,138.32,93.6,0.79,Accident,Sunny
"Houston, TX",29-01-2024 22:00,62,50,21.18,189.74,72,47.26,4188.32,91.68,95.5,0.95,Road Construction,Rainy
"San Jose, CA",29-01-2024 23:00,64,33,29.76,291.77,73,12.67,2784.36,45.13,86.6,0.85,Heavy Traffic,Foggy
"Chicago, IL",30-01-2024 00:00,91,65,19.28,352.26,84,79.33,2678.09,37.23,78.7,0.76,Clear,Foggy
"San Diego, CA",30-01-2024 01:00,53,61,32.28,194.31,62,49.98,3348.88,75.14,62.3,0.96,Clear,Snowy
"San Diego, CA",30-01-2024 02:00,40,29,43.13,110.47,57,15.75,2103.76,195.13,97.1,0.71,Event Nearby,Snowy
"San Jose, CA",30-01-2024 03:00,90,59,11.49,394.76,71,52.63,3617.9,54.16,66.8,0.87,Clear,Snowy
"San Antonio, TX",30-01-2024 04:00,65,33,25.28,261.94,63,67.06,3888.15,135.09,42.8,0.8,Clear,Rainy
"Chicago, IL",30-01-2024 05:00,44,23,20.06,256.49,49,69.07,4071.55,51.65,79.5,0.78,Accident,Foggy
"San Diego, CA",30-01-2024 06:00,62,62,45.72,304.4,87,64.13,2765.3,82.45,59.9,0.92,Road Construction,Snowy
"Phoenix, AZ",30-01-2024 07:00,60,22,34.42,300.92,78,28.84,1419.06,138.57,43.9,0.98,Accident,Rainy
"Houston, TX",30-01-2024 08:00,62,47,11.12,309.17,43,71.37,3634,91.74,90.3,0.81,Road Construction,Foggy
"Los Angeles, CA",30-01-2024 09:00,53,45,19.6,343.1,54,63.33,2195.79,173.86,49.9,0.84,Clear,Rainy
"New York, NY",30-01-2024 10:00,28,31,6.17,117.41,66,48.15,1165.96,27.52,79.5,0.96,Heavy Traffic,Foggy
"Phoenix, AZ",30-01-2024 11:00,70,53,15.99,92.42,81,44.64,4467.6,154.93,44.1,0.87,Road Construction,Sunny
"San Diego, CA",30-01-2024 12:00,58,69,26.2,260.93,49,66.87,1702.57,169.46,68.1,0.8,Road Construction,Sunny
"Phoenix, AZ",30-01-2024 13:00,62,24,9.04,362.75,44,67.32,2083.72,51.31,40.5,0.96,Clear,Sunny
"Phoenix, AZ",30-01-2024 14:00,69,48,24.62,128.23,47,65.33,2679.77,70.07,85.7,0.7,Event Nearby,Snowy
"Dallas, TX",30-01-2024 15:00,67,29,36.51,380.77,48,31.09,4611.92,168.81,53,0.75,Clear,Foggy
"Philadelphia, PA",30-01-2024 16:00,46,35,42.76,83.39,48,61.96,2243.9,64.48,34.4,0.89,Accident,Cloudy
"Philadelphia, PA",30-01-2024 17:00,55,48,22.77,259.96,62,47.63,2079.13,177.44,36.9,0.9,Event Nearby,Foggy
"Phoenix, AZ",30-01-2024 18:00,26,48,10.14,132.66,88,23.21,1402.47,59.29,68.6,0.97,Road Construction,Rainy
"San Antonio, TX",30-01-2024 19:00,81,61,8.62,128.19,80,14.98,2379.64,178.17,51.4,0.81,Road Construction,Foggy
"San Diego, CA",30-01-2024 20:00,82,64,43.14,58.16,42,74.61,4892.78,163.08,41.2,0.82,Event Nearby,Cloudy
"Dallas, TX",30-01-2024 21:00,35,63,46.45,78.93,66,77.55,2764.7,159.82,88,0.93,Accident,Snowy
"Phoenix, AZ",30-01-2024 22:00,37,32,42.69,139.98,49,67.87,4082.11,127.14,71.7,0.82,Road Construction,Foggy
"San Diego, CA",30-01-2024 23:00,90,22,38.95,118.84,74,52.4,4873.71,77.22,81,0.82,Clear,Cloudy
"Chicago, IL",31-01-2024 00:00,34,38,19.93,59.59,42,68.57,1295.62,98.58,80.3,0.93,Clear,Snowy
"Philadelphia, PA",31-01-2024 01:00,83,48,38.31,129.79,41,13.79,3442.97,84.07,56.5,0.85,Accident,Rainy
"San Diego, CA",31-01-2024 02:00,57,40,37.37,195.65,79,53.71,2001.76,135.39,67.9,0.9,Clear,Cloudy
"Houston, TX",31-01-2024 03:00,94,16,15.29,372.75,85,66.62,3842.81,150.19,80.3,0.82,Heavy Traffic,Snowy
"Houston, TX",31-01-2024 04:00,31,41,22.83,234.9,87,38.17,2021.23,169.81,92.1,0.91,Heavy Traffic,Cloudy
"Philadelphia, PA",31-01-2024 05:00,73,32,15.2,84.21,86,76.81,2969.88,91.58,43.5,0.92,Road Construction,Cloudy
"Phoenix, AZ",31-01-2024 06:00,78,37,27.54,382.03,72,35.36,3303.03,179.14,58.3,0.96,Road Construction,Snowy
"Chicago, IL",31-01-2024 07:00,66,61,23.87,244.72,61,30.17,2110.47,81.61,33,0.7,Clear,Rainy
"New York, NY",31-01-2024 08:00,47,66,14,302.47,56,71.92,1481.43,103.47,57.6,0.88,Event Nearby,Snowy
"Philadelphia, PA",31-01-2024 09:00,27,62,45.72,93.85,81,21.06,2503.18,10.79,40.6,0.92,Event Nearby,Snowy
"Philadelphia, PA",31-01-2024 10:00,88,56,40.06,84.59,81,69.89,4187.16,93.77,42.9,0.99,Heavy Traffic,Cloudy
"San Antonio, TX",31-01-2024 11:00,83,65,41.77,82.18,51,54.39,3108.64,103.8,56.9,0.9,Clear,Cloudy
"San Diego, CA",31-01-2024 12:00,55,41,12.83,229.95,71,14.78,3585.84,112.69,35.6,0.94,Accident,Cloudy
"Philadelphia, PA",31-01-2024 13:00,44,37,21.85,211.19,84,43.12,4937.42,72.72,90.7,0.86,Road Construction,Snowy
"San Diego, CA",31-01-2024 14:00,76,49,29.89,108.59,51,12.18,3604.67,29.65,70.3,0.9,Event Nearby,Snowy
"New York, NY",31-01-2024 15:00,41,39,47.32,155.51,46,33.21,3184.48,87.3,86.6,0.95,Accident,Cloudy
"San Diego, CA",31-01-2024 16:00,24,44,39.86,65.69,73,79.34,4738.67,50.47,67.6,0.82,Event Nearby,Foggy
"Phoenix, AZ",31-01-2024 17:00,68,17,28.3,283.85,64,32.23,1428.69,43.99,70.1,0.88,Road Construction,Foggy
"Phoenix, AZ",31-01-2024 18:00,69,27,12.98,378.01,50,38.34,1624.47,174.44,51.3,0.91,Clear,Sunny
"San Diego, CA",31-01-2024 19:00,75,68,6.51,251.02,51,41.05,3051.76,178.05,62,0.86,Road Construction,Sunny
"Dallas, TX",31-01-2024 20:00,35,34,42.79,76.52,76,22.67,3834.31,79.34,48.8,0.7,Clear,Cloudy
"Houston, TX",31-01-2024 21:00,61,30,30.32,311.19,50,66.65,2248.17,87.8,41.6,0.79,Clear,Snowy
"Chicago, IL",31-01-2024 22:00,61,17,8.86,230.02,67,71.6,4529.29,191.86,99.4,0.88,Road Construction,Cloudy
"New York, NY",31-01-2024 23:00,28,26,34.1,373.18,58,56.55,4005.51,99.73,78,0.89,Road Construction,Sunny
"Chicago, IL",01-02-2024 00:00,26,20,18.71,242.78,76,52.92,4455.59,133.47,95.9,0.85,Heavy Traffic,Snowy
"Dallas, TX",01-02-2024 01:00,55,31,13.51,129.47,68,68.62,2603.09,154.97,38.5,0.95,Event Nearby,Rainy
"Philadelphia, PA",01-02-2024 02:00,75,38,49.79,172.13,66,54.14,3206.5,189.23,97.5,0.87,Accident,Cloudy
"Los Angeles, CA",01-02-2024 03:00,21,50,8.42,330.53,45,65.07,2292.8,49.24,55.7,0.78,Accident,Snowy
"Phoenix, AZ",01-02-2024 04:00,20,64,11.24,138.05,43,43.77,1342.93,40.37,94.6,0.76,Event Nearby,Cloudy
"New York, NY",01-02-2024 05:00,30,45,23.44,375.24,80,22.07,4460.3,111.59,77.2,0.73,Heavy Traffic,Snowy
"San Diego, CA",01-02-2024 06:00,68,29,12.81,270.72,77,36.77,4604.34,126.17,73.1,0.9,Event Nearby,Cloudy
"Los Angeles, CA",01-02-2024 07:00,58,27,41.98,361.08,85,72.23,3962.21,52.09,53.2,0.88,Clear,Foggy
"Dallas, TX",01-02-2024 08:00,49,54,23.11,306.06,68,70.7,1605.78,54.75,72.2,0.73,Heavy Traffic,Foggy
"Phoenix, AZ",01-02-2024 09:00,26,47,39.82,381.7,44,50.97,3780.87,129.15,98.1,0.83,Event Nearby,Rainy
"Houston, TX",01-02-2024 10:00,76,37,8.11,347.33,53,58.74,1625.49,37.31,55.8,0.98,Road Construction,Cloudy
"Dallas, TX",01-02-2024 11:00,39,65,39.52,372.45,87,26.41,3851.17,45.28,47.6,0.84,Accident,Cloudy
"Dallas, TX",01-02-2024 12:00,31,37,47.31,227.29,64,63.68,1852.46,185.61,35.5,0.82,Accident,Rainy
"Los Angeles, CA",01-02-2024 13:00,53,34,42.88,274.17,83,57.69,2761.99,122.73,67.9,0.93,Accident,Sunny
"San Diego, CA",01-02-2024 14:00,32,38,5.91,280.2,52,74.45,2803.6,30.7,75.3,0.72,Road Construction,Foggy
"Philadelphia, PA",01-02-2024 15:00,22,39,29.28,354.25,41,22.81,1696.2,45.45,61.7,0.79,Event Nearby,Snowy
"San Diego, CA",01-02-2024 16:00,38,50,43.6,89.8,78,23.43,4436.65,37.76,99.3,0.75,Clear,Foggy
"New York, NY",01-02-2024 17:00,86,26,33.1,210,47,48.2,2836.53,126.8,31.6,0.76,Clear,Snowy
"Dallas, TX",01-02-2024 18:00,21,27,12.2,383.34,88,53.8,1377.34,173.96,35,0.88,Road Construction,Cloudy
"San Diego, CA",01-02-2024 19:00,31,63,13.33,212.12,53,65.6,1084.88,88.34,34.9,0.96,Heavy Traffic,Cloudy
"San Antonio, TX",01-02-2024 20:00,87,67,40.05,191.82,82,57.62,2581.42,175.71,50.3,0.99,Accident,Snowy
"Houston, TX",01-02-2024 21:00,34,19,44.79,360.63,85,26.21,2652.33,115.75,88.7,0.98,Clear,Sunny
"San Antonio, TX",01-02-2024 22:00,52,56,22.57,174.39,41,58.89,3879.05,71.1,60.6,0.86,Road Construction,Cloudy
"Dallas, TX",01-02-2024 23:00,51,40,31.07,303.42,52,32.63,3280.77,84.24,51.7,0.8,Event Nearby,Foggy
"San Antonio, TX",02-02-2024 00:00,35,67,40.42,198.33,54,68.3,2177.11,68.25,86.7,0.82,Accident,Sunny
"San Diego, CA",02-02-2024 01:00,83,34,26.25,298.64,83,54.69,3014.88,178.77,96.5,0.85,Accident,Cloudy
"Philadelphia, PA",02-02-2024 02:00,24,60,29.59,348.9,56,72.49,1270.04,43,45.7,0.94,Clear,Cloudy
"Chicago, IL",02-02-2024 03:00,20,35,41.57,258.68,61,51.46,3358.96,49.63,97.3,0.82,Heavy Traffic,Sunny
"San Diego, CA",02-02-2024 04:00,31,34,43.07,166.96,44,53.26,4781.28,170.04,33.4,0.9,Event Nearby,Rainy
"Chicago, IL",02-02-2024 05:00,89,18,23.23,154.68,82,43.3,4230.36,30.72,56.7,0.87,Event Nearby,Rainy
"Philadelphia, PA",02-02-2024 06:00,50,66,19.1,247.4,74,53.29,1326.77,82.02,84.9,0.71,Event Nearby,Cloudy
"San Jose, CA",02-02-2024 07:00,20,68,28.37,264.25,87,72.09,1633.3,197.68,48.7,0.89,Accident,Cloudy
"Chicago, IL",02-02-2024 08:00,88,43,40.08,242.84,82,25.45,1580.9,58.92,32.2,0.75,Accident,Snowy
"San Diego, CA",02-02-2024 09:00,54,33,5.25,372.92,63,50.29,2345.79,165.03,80.6,0.97,Accident,Sunny
"Philadelphia, PA",02-02-2024 10:00,38,54,10.87,86.17,40,14.04,4865.67,122.79,98.4,0.97,Clear,Foggy
"San Antonio, TX",02-02-2024 11:00,21,50,22.43,389.44,60,53.95,1163.08,135.92,83.8,0.76,Heavy Traffic,Rainy
"San Diego, CA",02-02-2024 12:00,30,34,33.86,101.18,44,78.76,3068.38,43.82,31.5,0.84,Heavy Traffic,Cloudy
"Phoenix, AZ",02-02-2024 13:00,45,60,18.89,236.36,80,48.46,4447.49,156.26,76.6,0.94,Accident,Snowy
"San Diego, CA",02-02-2024 14:00,82,49,28.55,245.84,57,66.07,3144.82,132.46,55.9,0.71,Road Construction,Rainy
"San Diego, CA",02-02-2024 15:00,72,29,6.24,363.39,74,72.24,1544.66,22.9,87.5,0.84,Heavy Traffic,Cloudy
"San Antonio, TX",02-02-2024 16:00,35,36,5.63,226.27,68,40.49,3764.61,146.56,32.1,0.83,Event Nearby,Foggy
"San Diego, CA",02-02-2024 17:00,89,41,38.98,237.29,51,64.96,4638.92,114.57,96.7,0.91,Event Nearby,Snowy
"New York, NY",02-02-2024 18:00,76,46,45.78,290.9,85,46.8,4876.5,114.79,76.2,0.89,Accident,Rainy
"Chicago, IL",02-02-2024 19:00,71,17,19,229.4,89,26.42,3746.97,23.8,80.3,0.71,Accident,Cloudy
"Phoenix, AZ",02-02-2024 20:00,25,26,26.92,225.27,50,40.49,3461.81,13.87,43.5,0.9,Clear,Foggy
"San Antonio, TX",02-02-2024 21:00,31,48,19.98,277.04,82,66.68,4290.35,129.66,45,0.73,Road Construction,Sunny
"Chicago, IL",02-02-2024 22:00,78,17,47.83,231.29,88,65.24,4650.27,163.03,70.3,0.71,Road Construction,Sunny
"Philadelphia, PA",02-02-2024 23:00,31,67,42.33,313.89,73,71.3,3841.15,37.47,58.2,0.81,Event Nearby,Rainy
"Los Angeles, CA",03-02-2024 00:00,36,18,40.27,89.57,50,41,1034.81,92.93,89.9,0.94,Event Nearby,Cloudy
"New York, NY",03-02-2024 01:00,46,47,29.22,156.36,74,39.95,4492.25,130.31,48.5,0.73,Heavy Traffic,Rainy
"Los Angeles, CA",03-02-2024 02:00,32,54,9.92,311.56,44,57.52,1055.72,187.02,81.8,0.72,Clear,Snowy
"Houston, TX",03-02-2024 03:00,69,64,27.01,195.96,57,24.04,1951.35,49.64,38.2,0.84,Clear,Snowy
"San Antonio, TX",03-02-2024 04:00,54,27,48.27,263.66,57,17.64,3189.33,142.23,87.2,0.86,Heavy Traffic,Rainy
"San Diego, CA",03-02-2024 05:00,57,55,11.51,166.68,60,60.29,2778.55,71.42,85.8,0.98,Clear,Foggy
"Philadelphia, PA",03-02-2024 06:00,44,58,20.94,259.82,50,15.65,3916.49,143.93,77.9,0.78,Event Nearby,Foggy
"Houston, TX",03-02-2024 07:00,45,51,37.33,279.86,63,25.15,1157.2,194.39,78.5,0.79,Road Construction,Sunny
"Houston, TX",03-02-2024 08:00,35,52,48.16,150.46,44,13.11,2794.33,84.15,59.4,0.85,Clear,Rainy
"Los Angeles, CA",03-02-2024 09:00,25,23,38.21,338.81,86,37.18,2696.44,113.54,53.7,0.81,Clear,Sunny
"Dallas, TX",03-02-2024 10:00,20,33,35.73,96.87,86,25.72,3213.98,111.53,54.9,1,Accident,Rainy
"San Jose, CA",03-02-2024 11:00,88,38,14.35,383.02,73,18.89,4518.33,137.17,35.1,0.74,Road Construction,Cloudy
"San Jose, CA",03-02-2024 12:00,42,17,47.97,286.24,54,10.67,2442.2,86.86,89.1,0.75,Event Nearby,Snowy
"Los Angeles, CA",03-02-2024 13:00,61,18,44.16,167.21,86,40.07,1583.87,78.25,55.2,0.74,Heavy Traffic,Cloudy
"New York, NY",03-02-2024 14:00,36,18,33.62,386.13,71,78.34,1811.2,23.82,70.3,0.71,Event Nearby,Foggy
"Los Angeles, CA",03-02-2024 15:00,57,42,41.99,379.94,43,11.78,1096.16,74.61,34.4,0.85,Heavy Traffic,Foggy
"New York, NY",03-02-2024 16:00,43,27,17.46,171.77,56,66.43,4438.02,35.29,51.7,0.89,Event Nearby,Sunny
"Houston, TX",03-02-2024 17:00,89,50,21.33,374,79,66.91,3652.68,177.84,44.7,0.76,Accident,Foggy
"Philadelphia, PA",03-02-2024 18:00,78,66,37.14,92.5,58,37.85,2610.7,99.28,67.5,0.89,Heavy Traffic,Foggy
"Phoenix, AZ",03-02-2024 19:00,87,53,15.42,345.04,48,62.52,4030.05,141.32,91.4,0.73,Clear,Sunny
"Houston, TX",03-02-2024 20:00,92,15,48.99,271.53,66,24.92,1502.25,115.62,79.5,0.96,Event Nearby,Rainy
"Dallas, TX",03-02-2024 21:00,38,56,17.22,397.8,79,38.24,1647.01,197.2,49.1,0.77,Road Construction,Rainy
"Los Angeles, CA",03-02-2024 22:00,57,46,26.55,162.63,42,45.41,2351.06,67.81,76.2,0.7,Clear,Cloudy
"Philadelphia, PA",03-02-2024 23:00,80,63,11.57,337.67,85,52.79,4438.14,167.77,49.5,0.84,Road Construction,Rainy
"San Antonio, TX",04-02-2024 00:00,93,50,31.2,161.9,42,14.45,1212.14,76.37,56.6,0.86,Event Nearby,Snowy
"San Jose, CA",04-02-2024 01:00,21,38,40.28,106.32,67,14.58,4503.56,130.23,62.1,0.76,Event Nearby,Snowy
"San Diego, CA",04-02-2024 02:00,88,65,33.65,285.36,55,59.99,4367.92,125.35,57.5,0.9,Accident,Foggy
"Philadelphia, PA",04-02-2024 03:00,24,67,5.74,129.93,43,74.11,1097.58,154.41,75.7,1,Event Nearby,Sunny
"New York, NY",04-02-2024 04:00,52,50,34.16,386.55,50,27.93,4557.1,140.73,91.9,0.87,Road Construction,Snowy
"Chicago, IL",04-02-2024 05:00,60,58,47.08,162,75,15.08,4462.14,59.68,72.3,0.97,Clear,Sunny
"Chicago, IL",04-02-2024 06:00,80,58,17.44,77.5,88,69.75,3202.32,114.92,32.2,0.98,Road Construction,Sunny
"San Antonio, TX",04-02-2024 07:00,23,35,47.53,290.17,87,62.45,1128.31,152.42,51.2,0.7,Clear,Cloudy
"San Diego, CA",04-02-2024 08:00,30,37,24.41,389.26,58,71.11,1057.97,154.15,66.3,0.86,Road Construction,Cloudy
"Chicago, IL",04-02-2024 09:00,60,39,10.87,57.08,60,25.43,2477.22,22.46,86.9,0.85,Heavy Traffic,Sunny
"San Jose, CA",04-02-2024 10:00,64,26,24.76,308.27,81,67.79,3934.08,123.24,98.7,0.99,Clear,Rainy
"Philadelphia, PA",04-02-2024 11:00,47,54,35.32,242.73,76,31.14,4638.37,56.66,65.2,0.85,Heavy Traffic,Foggy
"Los Angeles, CA",04-02-2024 12:00,34,54,19.48,301.12,65,37.27,1283.28,65,71.9,0.75,Heavy Traffic,Rainy
"New York, NY",04-02-2024 13:00,72,54,16.51,241.83,53,18.41,1281.61,158.21,43.7,0.75,Heavy Traffic,Cloudy
"Philadelphia, PA",04-02-2024 14:00,92,47,31.43,234.4,65,24.64,3157.23,57.94,95.6,0.82,Event Nearby,Cloudy
"Phoenix, AZ",04-02-2024 15:00,64,27,14.69,122.25,48,58.38,4704.65,169.43,49.1,0.93,Road Construction,Sunny
